,apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time,time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_global_horizontal,irradiance_direct_normal 
3742,105.08874924296764,105.08874924296764,-15.088749242967637,-15.088749242967637,346.3450719241707,1.440455130803457,2023-06-05 22:00,2023-06-05 23:00,0.0,0.0,0.0,9.978,0.0,-0.0
3743,106.14594001393493,106.14594001393493,-16.145940013934933,-16.145940013934933,0.6770644941284445,1.4330391916664666,2023-06-05 23:00,2023-06-06 00:00,0.0,0.0,0.0,9.819,0.0,-0.0
3744,104.86193850602038,104.86193850602038,-14.861938506020387,-14.861938506020387,14.980777702833564,1.4256138940982055,2023-06-06 00:00,2023-06-06 01:00,0.0,0.0,0.0,9.942,0.0,-0.0
3745,101.36171192014754,101.36171192014754,-11.361711920147547,-11.361711920147547,28.733024836832158,1.4181792555609718,2023-06-06 01:00,2023-06-06 02:00,0.0,0.0,0.0,10.023,0.0,-0.0
3746,95.95056389920984,95.95056389920984,-5.950563899209835,-5.950563899209835,41.62295770787648,1.4107352937426185,2023-06-06 02:00,2023-06-06 03:00,0.0,0.0,0.0,10.101,0.0,-0.0
3747,88.6569569172464,89.01740976102113,1.343043082753602,0.9825902389788757,53.61841326703296,1.4032820262000314,2023-06-06 03:00,2023-06-06 04:00,0.0,0.0,0.0,10.069,0.0,0.0
3748,80.85642964291982,80.95408339992643,9.143570357080181,9.045916600073566,64.91784483637883,1.3958194704318885,2023-06-06 04:00,2023-06-06 05:00,0.017,0.003,0.026,10.205,0.028999999999999998,0.01887874162965924
3749,72.06952294292302,72.12018313283681,17.93047705707698,17.87981686716318,75.8839490858332,1.3883476443152176,2023-06-06 05:00,2023-06-06 06:00,0.1,0.026,0.087,10.875,0.11299999999999999,0.08445321788285165
3750,62.81710140470183,62.84927899138097,27.182898595298173,27.150721008619033,87.02552760351216,1.3808665654432843,2023-06-06 06:00,2023-06-06 07:00,0.259,0.138,0.128,11.764,0.266,0.30208012543707047
3751,53.465687503292656,53.48799146211866,36.534312496707344,36.51200853788134,99.05459805942127,1.3733762515112176,2023-06-06 07:00,2023-06-06 08:00,0.452,0.359,0.107,12.931,0.46599999999999997,0.603053146235367
3752,44.459007552129876,44.475182565890414,45.540992447870124,45.524817434109586,113.03223683519337,1.3658767204906326,2023-06-06 08:00,2023-06-06 09:00,0.592,0.523,0.101,14.127,0.624,0.7327477816800563
